,result,about,coordinates,players,team
39,"{'event': 'Blocked Shot', 'eventCode': 'TBL71', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Jan Rutta shot blocked shot by Mark Friedman'}","{'eventIdx': 38, 'eventId': 71, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '05:18', 'periodTimeRemaining': '14:42', 'dateTime': '2021-10-12T23:53:23Z', 'goals': {'away': 0, 'home': 0}}","{'x': 76.0, 'y': -1.0}","[{'player': {'id': 8478017, 'fullName': 'Mark Friedman', 'link': '/api/v1/people/8478017'}, 'playerType': 'Blocker'}, {'player': {'id': 8480172, 'fullName': 'Jan Rutta', 'link': '/api/v1/people/8480172'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
40,"{'event': 'Stoppage', 'eventCode': 'TBL25', 'eventTypeId': 'STOP', 'description': 'Goalie Stopped'}","{'eventIdx': 40, 'eventId': 25, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '05:22', 'periodTimeRemaining': '14:38', 'dateTime': '2021-10-12T23:53:27Z', 'goals': {'away': 0, 'home': 0}}",{},,
41,"{'event': 'Faceoff', 'eventCode': 'TBL72', 'eventTypeId': 'FACEOFF', 'description': 'Pierre-Edouard Bellemare faceoff won against Brian Boyle'}","{'eventIdx': 41, 'eventId': 72, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '05:22', 'periodTimeRemaining': '14:38', 'dateTime': '2021-10-12T23:54:05Z', 'goals': {'away': 0, 'home': 0}}","{'x': -69.0, 'y': -22.0}","[{'player': {'id': 8477930, 'fullName': 'Pierre-Edouard Bellemare', 'link': '/api/v1/people/8477930'}, 'playerType': 'Winner'}, {'player': {'id': 8470619, 'fullName': 'Brian Boyle', 'link': '/api/v1/people/8470619'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
42,"{'event': 'Takeaway', 'eventCode': 'TBL26', 'eventTypeId': 'TAKEAWAY', 'description': 'Takeaway by Brian Dumoulin'}","{'eventIdx': 42, 'eventId': 26, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '05:33', 'periodTimeRemaining': '14:27', 'dateTime': '2021-10-12T23:54:16Z', 'goals': {'away': 0, 'home': 0}}","{'x': 13.0, 'y': 41.0}","[{'player': {'id': 8475208, 'fullName': 'Brian Dumoulin', 'link': '/api/v1/people/8475208'}, 'playerType': 'PlayerID'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
43,"{'event': 'Hit', 'eventCode': 'TBL27', 'eventTypeId': 'HIT', 'description': ""Zach Bogosian hit Drew O'Connor""}","{'eventIdx': 43, 'eventId': 27, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '05:39', 'periodTimeRemaining': '14:21', 'dateTime': '2021-10-12T23:54:22Z', 'goals': {'away': 0, 'home': 0}}","{'x': -27.0, 'y': -37.0}","[{'player': {'id': 8474567, 'fullName': 'Zach Bogosian', 'link': '/api/v1/people/8474567'}, 'playerType': 'Hitter'}, {'player': {'id': 8482055, 'fullName': ""Drew O'Connor"", 'link': '/api/v1/people/8482055'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
44,"{'event': 'Shot', 'eventCode': 'TBL73', 'eventTypeId': 'SHOT', 'description': ""Drew O'Connor Wrist Shot saved by Andrei Vasilevskiy"", 'secondaryType': 'Wrist Shot'}","{'eventIdx': 44, 'eventId': 73, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '05:45', 'periodTimeRemaining': '14:15', 'dateTime': '2021-10-12T23:54:28Z', 'goals': {'away': 0, 'home': 0}}","{'x': -73.0, 'y': 12.0}","[{'player': {'id': 8482055, 'fullName': ""Drew O'Connor"", 'link': '/api/v1/people/8482055'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
45,"{'event': 'Blocked Shot', 'eventCode': 'TBL74', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Kris Letang shot blocked shot by Ross Colton'}","{'eventIdx': 45, 'eventId': 74, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '05:53', 'periodTimeRemaining': '14:07', 'dateTime': '2021-10-12T23:54:36Z', 'goals': {'away': 0, 'home': 0}}","{'x': -76.0, 'y': 1.0}","[{'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Blocker'}, {'player': {'id': 8471724, 'fullName': 'Kris Letang', 'link': '/api/v1/people/8471724'}, 'playerType': 'Shooter'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
46,"{'event': 'Stoppage', 'eventCode': 'TBL28', 'eventTypeId': 'STOP', 'description': 'Goalie Stopped'}","{'eventIdx': 47, 'eventId': 28, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '06:04', 'periodTimeRemaining': '13:56', 'dateTime': '2021-10-12T23:54:47Z', 'goals': {'away': 0, 'home': 0}}",{},,
47,"{'event': 'Shot', 'eventCode': 'TBL75', 'eventTypeId': 'SHOT', 'description': 'Brian Boyle Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 46, 'eventId': 75, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '06:04', 'periodTimeRemaining': '13:56', 'dateTime': '2021-10-12T23:54:47Z', 'goals': {'away': 0, 'home': 0}}","{'x': -66.0, 'y': -17.0}","[{'player': {'id': 8470619, 'fullName': 'Brian Boyle', 'link': '/api/v1/people/8470619'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
48,"{'event': 'Faceoff', 'eventCode': 'TBL76', 'eventTypeId': 'FACEOFF', 'description': 'Evan Rodrigues faceoff won against Ross Colton'}","{'eventIdx': 48, 'eventId': 76, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '06:04', 'periodTimeRemaining': '13:56', 'dateTime': '2021-10-12T23:57:12Z', 'goals': {'away': 0, 'home': 0}}","{'x': -69.0, 'y': -22.0}","[{'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Winner'}, {'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
49,"{'event': 'Hit', 'eventCode': 'TBL29', 'eventTypeId': 'HIT', 'description': 'Ross Colton hit Evan Rodrigues'}","{'eventIdx': 49, 'eventId': 29, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '06:29', 'periodTimeRemaining': '13:31', 'dateTime': '2021-10-12T23:57:37Z', 'goals': {'away': 0, 'home': 0}}","{'x': -31.0, 'y': -40.0}","[{'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Hitter'}, {'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
50,"{'event': 'Shot', 'eventCode': 'TBL77', 'eventTypeId': 'SHOT', 'description': 'Kasperi Kapanen Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 50, 'eventId': 77, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '06:47', 'periodTimeRemaining': '13:13', 'dateTime': '2021-10-12T23:57:55Z', 'goals': {'away': 0, 'home': 0}}","{'x': -58.0, 'y': 7.0}","[{'player': {'id': 8477953, 'fullName': 'Kasperi Kapanen', 'link': '/api/v1/people/8477953'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
51,"{'event': 'Stoppage', 'eventCode': 'TBL30', 'eventTypeId': 'STOP', 'description': 'Goalie Stopped'}","{'eventIdx': 51, 'eventId': 30, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '06:59', 'periodTimeRemaining': '13:01', 'dateTime': '2021-10-12T23:58:07Z', 'goals': {'away': 0, 'home': 0}}",{},,
52,"{'event': 'Faceoff', 'eventCode': 'TBL78', 'eventTypeId': 'FACEOFF', 'description': 'Jeff Carter faceoff won against Anthony Cirelli'}","{'eventIdx': 52, 'eventId': 78, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '06:59', 'periodTimeRemaining': '13:01', 'dateTime': '2021-10-12T23:58:37Z', 'goals': {'away': 0, 'home': 0}}","{'x': -69.0, 'y': 22.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Winner'}, {'player': {'id': 8478519, 'fullName': 'Anthony Cirelli', 'link': '/api/v1/people/8478519'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
53,"{'event': 'Shot', 'eventCode': 'TBL79', 'eventTypeId': 'SHOT', 'description': 'Kris Letang Tip-In saved by Andrei Vasilevskiy', 'secondaryType': 'Tip-In'}","{'eventIdx': 53, 'eventId': 79, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '07:20', 'periodTimeRemaining': '12:40', 'dateTime': '2021-10-12T23:58:58Z', 'goals': {'away': 0, 'home': 0}}","{'x': -72.0, 'y': 0.0}","[{'player': {'id': 8471724, 'fullName': 'Kris Letang', 'link': '/api/v1/people/8471724'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
54,"{'event': 'Stoppage', 'eventCode': 'TBL31', 'eventTypeId': 'STOP', 'description': 'Icing'}","{'eventIdx': 54, 'eventId': 31, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '07:37', 'periodTimeRemaining': '12:23', 'dateTime': '2021-10-12T23:59:15Z', 'goals': {'away': 0, 'home': 0}}",{},,
55,"{'event': 'Faceoff', 'eventCode': 'TBL80', 'eventTypeId': 'FACEOFF', 'description': 'Dominik Simon faceoff won against Steven Stamkos'}","{'eventIdx': 55, 'eventId': 80, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '07:37', 'periodTimeRemaining': '12:23', 'dateTime': '2021-10-12T23:59:54Z', 'goals': {'away': 0, 'home': 0}}","{'x': -69.0, 'y': -22.0}","[{'player': {'id': 8478866, 'fullName': 'Dominik Simon', 'link': '/api/v1/people/8478866'}, 'playerType': 'Winner'}, {'player': {'id': 8474564, 'fullName': 'Steven Stamkos', 'link': '/api/v1/people/8474564'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
56,"{'event': 'Hit', 'eventCode': 'TBL32', 'eventTypeId': 'HIT', 'description': 'Mark Friedman hit Erik Cernak'}","{'eventIdx': 56, 'eventId': 32, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '07:50', 'periodTimeRemaining': '12:10', 'dateTime': '2021-10-13T00:00:07Z', 'goals': {'away': 0, 'home': 0}}","{'x': -60.0, 'y': -38.0}","[{'player': {'id': 8478017, 'fullName': 'Mark Friedman', 'link': '/api/v1/people/8478017'}, 'playerType': 'Hitter'}, {'player': {'id': 8478416, 'fullName': 'Erik Cernak', 'link': '/api/v1/people/8478416'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
57,"{'event': 'Hit', 'eventCode': 'TBL33', 'eventTypeId': 'HIT', 'description': 'Alex Killorn hit Chad Ruhwedel'}","{'eventIdx': 57, 'eventId': 33, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '08:00', 'periodTimeRemaining': '12:00', 'dateTime': '2021-10-13T00:00:17Z', 'goals': {'away': 0, 'home': 0}}","{'x': -58.0, 'y': 40.0}","[{'player': {'id': 8473986, 'fullName': 'Alex Killorn', 'link': '/api/v1/people/8473986'}, 'playerType': 'Hitter'}, {'player': {'id': 8477244, 'fullName': 'Chad Ruhwedel', 'link': '/api/v1/people/8477244'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
58,"{'event': 'Blocked Shot', 'eventCode': 'TBL81', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Chad Ruhwedel shot blocked shot by Ryan McDonagh'}","{'eventIdx': 58, 'eventId': 81, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '08:10', 'periodTimeRemaining': '11:50', 'dateTime': '2021-10-13T00:00:27Z', 'goals': {'away': 0, 'home': 0}}","{'x': -73.0, 'y': 9.0}","[{'player': {'id': 8474151, 'fullName': 'Ryan McDonagh', 'link': '/api/v1/people/8474151'}, 'playerType': 'Blocker'}, {'player': {'id': 8477244, 'fullName': 'Chad Ruhwedel', 'link': '/api/v1/people/8477244'}, 'playerType': 'Shooter'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
59,"{'event': 'Missed Shot', 'eventCode': 'TBL34', 'eventTypeId': 'MISSED_SHOT', 'description': 'Chad Ruhwedel Wide of Net Andrei Vasilevskiy'}","{'eventIdx': 59, 'eventId': 34, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '08:18', 'periodTimeRemaining': '11:42', 'dateTime': '2021-10-13T00:00:35Z', 'goals': {'away': 0, 'home': 0}}","{'x': -32.0, 'y': 35.0}","[{'player': {'id': 8477244, 'fullName': 'Chad Ruhwedel', 'link': '/api/v1/people/8477244'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
60,"{'event': 'Hit', 'eventCode': 'TBL35', 'eventTypeId': 'HIT', 'description': 'Anthony Cirelli hit Mark Friedman'}","{'eventIdx': 60, 'eventId': 35, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '08:20', 'periodTimeRemaining': '11:40', 'dateTime': '2021-10-13T00:00:37Z', 'goals': {'away': 0, 'home': 0}}","{'x': -31.0, 'y': 41.0}","[{'player': {'id': 8478519, 'fullName': 'Anthony Cirelli', 'link': '/api/v1/people/8478519'}, 'playerType': 'Hitter'}, {'player': {'id': 8478017, 'fullName': 'Mark Friedman', 'link': '/api/v1/people/8478017'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
61,"{'event': 'Hit', 'eventCode': 'TBL36', 'eventTypeId': 'HIT', 'description': 'Mikhail Sergachev hit Kasperi Kapanen'}","{'eventIdx': 61, 'eventId': 36, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '08:47', 'periodTimeRemaining': '11:13', 'dateTime': '2021-10-13T00:01:04Z', 'goals': {'away': 0, 'home': 0}}","{'x': -31.0, 'y': 41.0}","[{'player': {'id': 8479410, 'fullName': 'Mikhail Sergachev', 'link': '/api/v1/people/8479410'}, 'playerType': 'Hitter'}, {'player': {'id': 8477953, 'fullName': 'Kasperi Kapanen', 'link': '/api/v1/people/8477953'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
62,"{'event': 'Hit', 'eventCode': 'TBL37', 'eventTypeId': 'HIT', 'description': 'Evan Rodrigues hit Brayden Point'}","{'eventIdx': 62, 'eventId': 37, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '08:58', 'periodTimeRemaining': '11:02', 'dateTime': '2021-10-13T00:01:15Z', 'goals': {'away': 0, 'home': 0}}","{'x': 98.0, 'y': -12.0}","[{'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Hitter'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
63,"{'event': 'Hit', 'eventCode': 'TBL38', 'eventTypeId': 'HIT', 'description': 'John Marino hit Brayden Point'}","{'eventIdx': 63, 'eventId': 38, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '09:12', 'periodTimeRemaining': '10:48', 'dateTime': '2021-10-13T00:01:29Z', 'goals': {'away': 0, 'home': 0}}","{'x': 96.0, 'y': -23.0}","[{'player': {'id': 8478507, 'fullName': 'John Marino', 'link': '/api/v1/people/8478507'}, 'playerType': 'Hitter'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
64,"{'event': 'Stoppage', 'eventCode': 'TBL39', 'eventTypeId': 'STOP', 'description': 'Icing'}","{'eventIdx': 64, 'eventId': 39, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '09:33', 'periodTimeRemaining': '10:27', 'dateTime': '2021-10-13T00:01:50Z', 'goals': {'away': 0, 'home': 0}}",{},,
65,"{'event': 'Faceoff', 'eventCode': 'TBL82', 'eventTypeId': 'FACEOFF', 'description': 'Jeff Carter faceoff won against Brayden Point'}","{'eventIdx': 65, 'eventId': 82, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '09:33', 'periodTimeRemaining': '10:27', 'dateTime': '2021-10-13T00:02:28Z', 'goals': {'away': 0, 'home': 0}}","{'x': -69.0, 'y': 22.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Winner'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
66,"{'event': 'Hit', 'eventCode': 'TBL40', 'eventTypeId': 'HIT', 'description': 'Zach Bogosian hit Danton Heinen'}","{'eventIdx': 66, 'eventId': 40, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '09:40', 'periodTimeRemaining': '10:20', 'dateTime': '2021-10-13T00:02:35Z', 'goals': {'away': 0, 'home': 0}}","{'x': -66.0, 'y': 41.0}","[{'player': {'id': 8474567, 'fullName': 'Zach Bogosian', 'link': '/api/v1/people/8474567'}, 'playerType': 'Hitter'}, {'player': {'id': 8478046, 'fullName': 'Danton Heinen', 'link': '/api/v1/people/8478046'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
67,"{'event': 'Hit', 'eventCode': 'TBL41', 'eventTypeId': 'HIT', 'description': 'Mathieu Joseph hit Mark Friedman'}","{'eventIdx': 67, 'eventId': 41, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '10:43', 'periodTimeRemaining': '09:17', 'dateTime': '2021-10-13T00:03:38Z', 'goals': {'away': 0, 'home': 0}}","{'x': 96.0, 'y': 20.0}","[{'player': {'id': 8478472, 'fullName': 'Mathieu Joseph', 'link': '/api/v1/people/8478472'}, 'playerType': 'Hitter'}, {'player': {'id': 8478017, 'fullName': 'Mark Friedman', 'link': '/api/v1/people/8478017'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
68,"{'event': 'Shot', 'eventCode': 'TBL83', 'eventTypeId': 'SHOT', 'description': 'Dominik Simon Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 68, 'eventId': 83, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '10:55', 'periodTimeRemaining': '09:05', 'dateTime': '2021-10-13T00:03:50Z', 'goals': {'away': 0, 'home': 0}}","{'x': -81.0, 'y': -4.0}","[{'player': {'id': 8478866, 'fullName': 'Dominik Simon', 'link': '/api/v1/people/8478866'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
69,"{'event': 'Hit', 'eventCode': 'TBL42', 'eventTypeId': 'HIT', 'description': 'Mikhail Sergachev hit Dominik Simon'}","{'eventIdx': 69, 'eventId': 42, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '11:06', 'periodTimeRemaining': '08:54', 'dateTime': '2021-10-13T00:04:01Z', 'goals': {'away': 0, 'home': 0}}","{'x': -82.0, 'y': 39.0}","[{'player': {'id': 8479410, 'fullName': 'Mikhail Sergachev', 'link': '/api/v1/people/8479410'}, 'playerType': 'Hitter'}, {'player': {'id': 8478866, 'fullName': 'Dominik Simon', 'link': '/api/v1/people/8478866'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
70,"{'event': 'Stoppage', 'eventCode': 'TBL43', 'eventTypeId': 'STOP', 'description': 'Puck Frozen'}","{'eventIdx': 70, 'eventId': 43, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '11:28', 'periodTimeRemaining': '08:32', 'dateTime': '2021-10-13T00:04:22Z', 'goals': {'away': 0, 'home': 0}}",{},,
71,"{'event': 'Faceoff', 'eventCode': 'TBL84', 'eventTypeId': 'FACEOFF', 'description': 'Steven Stamkos faceoff won against Evan Rodrigues'}","{'eventIdx': 71, 'eventId': 84, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '11:28', 'periodTimeRemaining': '08:32', 'dateTime': '2021-10-13T00:06:40Z', 'goals': {'away': 0, 'home': 0}}","{'x': -69.0, 'y': -22.0}","[{'player': {'id': 8474564, 'fullName': 'Steven Stamkos', 'link': '/api/v1/people/8474564'}, 'playerType': 'Winner'}, {'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
72,"{'event': 'Takeaway', 'eventCode': 'TBL44', 'eventTypeId': 'TAKEAWAY', 'description': 'Takeaway by Anthony Cirelli'}","{'eventIdx': 72, 'eventId': 44, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '11:37', 'periodTimeRemaining': '08:23', 'dateTime': '2021-10-13T00:06:49Z', 'goals': {'away': 0, 'home': 0}}","{'x': -35.0, 'y': -29.0}","[{'player': {'id': 8478519, 'fullName': 'Anthony Cirelli', 'link': '/api/v1/people/8478519'}, 'playerType': 'PlayerID'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
73,"{'event': 'Hit', 'eventCode': 'TBL46', 'eventTypeId': 'HIT', 'description': 'Steven Stamkos hit Marcus Pettersson'}","{'eventIdx': 73, 'eventId': 46, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '11:49', 'periodTimeRemaining': '08:11', 'dateTime': '2021-10-13T00:07:01Z', 'goals': {'away': 0, 'home': 0}}","{'x': 97.0, 'y': 16.0}","[{'player': {'id': 8474564, 'fullName': 'Steven Stamkos', 'link': '/api/v1/people/8474564'}, 'playerType': 'Hitter'}, {'player': {'id': 8477969, 'fullName': 'Marcus Pettersson', 'link': '/api/v1/people/8477969'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
