play_id,period,strength,period_time,remain_time,play_code,play_description,visit_player_on_ice,home_player_on_ice,player_one,player_two,player_three,player_four,date_time,coordinates,play_year,play_month,play_day,play_time,x_coord,y_coord
306,3,EV,16:49,3:11,FAC,TBL won Neu. Zone - PIT #53 BLUEGER vs TBL #79 COLTON,"{'C': '53', 'L': '23', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '27', 'D2': '98', 'G': '88'}",Ross Colton,Teddy Blueger,,,2021-10-13T02:11:14Z,"{'x': 0.0, 'y': 0.0}",2021,10,12,22:11:14,0.0,0.0
307,3,EV,17:21,2:39,MISS,"TBL #79 COLTON, Wrist, Over Net, Off. Zone, 36 ft.","{'C': '53', 'L': '23', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'L': '18', 'D1': '27', 'D2': '98'}",Ross Colton,Tristan Jarry,,,2021-10-13T02:11:46Z,"{'x': 53.0, 'y': 1.0}",2021,10,12,22:11:46,53.0,1.0
308,3,EV,17:35,2:25,GOAL,"PIT #9 RODRIGUES(1), Wrist, Def. Zone, 124 ft.Assist: #6 MARINO(1)","{'C': '53', 'L': '23', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'L': '18', 'D1': '27', 'D2': '98'}",Evan Rodrigues,John Marino,,,2021-10-13T02:12:00Z,"{'x': 31.0, 'y': 32.0}",2021,10,12,22:12:00,31.0,32.0
309,3,EV,17:35,2:25,FAC,PIT won Neu. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '98', 'G': '88'}",Jeff Carter,Brayden Point,,,2021-10-13T02:12:42Z,"{'x': 0.0, 'y': 0.0}",2021,10,12,22:12:42,0.0,0.0
310,3,EV,18:11,1:49,GOAL,"PIT #17 RUST(1), Wrist, Neu. Zone, 113 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '27', 'D2': '77'}",Bryan Rust,,,,2021-10-13T02:13:18Z,"{'x': 24.0, 'y': 10.0}",2021,10,12,22:13:18,24.0,10.0
311,3,EV,18:11,1:49,FAC,PIT won Neu. Zone - PIT #11 BOYLE vs TBL #41 BELLEMARE,"{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",Brian Boyle,Pierre-Edouard Bellemare,,,2021-10-13T02:13:53Z,"{'x': 0.0, 'y': 0.0}",2021,10,12,22:13:53,0.0,0.0
312,3,,18:32,1:28,STOP,OFFSIDE,"{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,2021-10-13T02:14:14Z,{},2021,10,12,22:14:14,,
313,3,EV,18:32,1:28,FAC,PIT won Neu. Zone - PIT #11 BOYLE vs TBL #41 BELLEMARE,"{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",Brian Boyle,Pierre-Edouard Bellemare,,,2021-10-13T02:14:45Z,"{'x': 20.0, 'y': -22.0}",2021,10,12,22:14:45,20.0,-22.0
314,3,EV,19:04,0:56,MISS,"PIT #10 O'CONNOR, Wrist, Wide of Net, Off. Zone, 26 ft.","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",Drew O'Connor,Andrei Vasilevskiy,,,2021-10-13T02:15:18Z,"{'x': -75.0, 'y': -23.0}",2021,10,12,22:15:18,-75.0,-23.0
315,3,,19:04,0:56,STOP,HAND PASS,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
316,3,EV,19:04,0:56,FAC,TBL won Neu. Zone - PIT #53 BLUEGER vs TBL #79 COLTON,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Ross Colton,Teddy Blueger,,,2021-10-13T02:15:42Z,"{'x': 0.0, 'y': 0.0}",2021,10,12,22:15:42,0.0,0.0
317,3,EV,19:15,0:45,HIT,"TBL #79 COLTON HIT PIT #53 BLUEGER, Off. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Ross Colton,Teddy Blueger,,,2021-10-13T02:15:53Z,"{'x': 94.0, 'y': -23.0}",2021,10,12,22:15:53,94.0,-23.0
318,3,,19:34,0:26,STOP,ICING,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",,,,,2021-10-13T02:16:12Z,{},2021,10,12,22:16:12,,
319,3,EV,19:34,0:26,FAC,TBL won Off. Zone - PIT #53 BLUEGER vs TBL #79 COLTON,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Ross Colton,Teddy Blueger,,,2021-10-13T02:16:39Z,"{'x': 69.0, 'y': 22.0}",2021,10,12,22:16:39,69.0,22.0
320,3,EV,19:40,0:20,SHOT,"TBL ONGOAL - #81 CERNAK, Slap, Off. Zone, 44 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Erik Cernak,Tristan Jarry,,,2021-10-13T02:16:44Z,"{'x': 45.0, 'y': 2.0}",2021,10,12,22:16:44,45.0,2.0
321,3,EV,19:48,0:12,SHOT,"TBL ONGOAL - #79 COLTON, Wrist, Off. Zone, 43 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Ross Colton,Tristan Jarry,,,2021-10-13T02:16:52Z,"{'x': 56.0, 'y': 29.0}",2021,10,12,22:16:52,56.0,29.0
322,3,EV,19:55,0:05,SHOT,"TBL ONGOAL - #81 CERNAK, Slap, Off. Zone, 59 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Erik Cernak,Tristan Jarry,,,2021-10-13T02:16:59Z,"{'x': 37.0, 'y': -28.0}",2021,10,12,22:16:59,37.0,-28.0
323,3,,20:00,0:00,PEND,Period End- Local time: 10:17 EDT,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",,,,,2021-10-13T02:17:04Z,{},2021,10,12,22:17:04,,
324,3,,20:00,0:00,GEND,Game End- Local time: 10:17 EDT,{},{},,,,,2021-10-13T02:17:13Z,{},2021,10,12,22:17:13,,
