,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
88,89,1,EV,13:47,6:13,TAKE,"TBL TAKEAWAY - #27 MCDONAGH, Off. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '16', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",Ryan McDonagh,,,,2021-10-13T00:10:09Z,"{'x': 40.0, 'y': -15.0}"
89,90,1,EV,14:16,5:44,SHOT,"TBL ONGOAL - #79 COLTON, Snap, Off. Zone, 26 ft.","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",Ross Colton,Tristan Jarry,,,2021-10-13T00:10:38Z,"{'x': 63.0, 'y': 6.0}"
90,91,1,EV,14:21,5:39,HIT,"TBL #79 COLTON HIT PIT #10 O'CONNOR, Off. Zone","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",Ross Colton,Drew O'Connor,,,2021-10-13T00:10:43Z,"{'x': 33.0, 'y': -39.0}"
91,92,1,EV,14:35,5:25,HIT,"PIT #18 LAFFERTY HIT TBL #98 SERGACHEV, Off. Zone","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '71', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",Sam Lafferty,Mikhail Sergachev,,,2021-10-13T00:10:57Z,"{'x': -95.0, 'y': 20.0}"
92,93,1,EV,15:09,4:51,TAKE,"PIT TAKEAWAY - #16 ZUCKER, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",Jason Zucker,,,,2021-10-13T00:11:31Z,"{'x': 56.0, 'y': -20.0}"
93,94,1,,15:20,4:40,STOP,"PUCK IN BENCHES,TV TIMEOUT","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,2021-10-13T00:11:42Z,{}
94,95,1,EV,15:20,4:40,FAC,PIT won Neu. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Jeff Carter,Brayden Point,,,2021-10-13T00:13:57Z,"{'x': 20.0, 'y': 22.0}"
95,96,1,EV,15:38,4:22,MISS,"PIT #8 DUMOULIN, Slap, Wide of Net, Off. Zone, 60 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Brian Dumoulin,Andrei Vasilevskiy,,,2021-10-13T00:14:15Z,"{'x': -37.0, 'y': -31.0}"
96,97,1,EV,15:42,4:18,HIT,"PIT #77 CARTER HIT TBL #18 PALAT, Off. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Jeff Carter,Ondrej Palat,,,2021-10-13T00:14:19Z,"{'x': -94.0, 'y': 29.0}"
97,98,1,EV,15:51,4:09,MISS,"PIT #58 LETANG, Wrist, Wide of Net, Off. Zone, 55 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Kris Letang,Andrei Vasilevskiy,,,2021-10-13T00:14:28Z,"{'x': -42.0, 'y': 30.0}"
98,99,1,EV,16:03,3:57,SHOT,"TBL ONGOAL - #81 CERNAK, Slap, Off. Zone, 48 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Erik Cernak,Tristan Jarry,,,2021-10-13T00:14:40Z,"{'x': 41.0, 'y': 8.0}"
99,100,1,EV,16:27,3:33,HIT,"TBL #41 BELLEMARE HIT PIT #52 FRIEDMAN, Off. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",Pierre-Edouard Bellemare,Mark Friedman,,,2021-10-13T00:15:04Z,"{'x': 95.0, 'y': 14.0}"
100,101,1,EV,17:10,2:50,HIT,"TBL #10 PERRY HIT PIT #52 FRIEDMAN, Neu. Zone","{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '44', 'D2': '77', 'G': '88'}",Corey Perry,Mark Friedman,,,2021-10-13T00:15:47Z,"{'x': -9.0, 'y': -39.0}"
101,102,1,EV,17:24,2:36,HIT,"PIT #11 BOYLE HIT TBL #79 COLTON, Def. Zone","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",Brian Boyle,Ross Colton,,,2021-10-13T00:16:01Z,"{'x': 64.0, 'y': -16.0}"
102,103,1,EV,17:39,2:21,BLOCK,"TBL #10 PERRY BLOCKED BY  PIT #28 PETTERSSON, Wrist, Def. Zone","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",Marcus Pettersson,Corey Perry,,,2021-10-13T00:16:16Z,"{'x': 72.0, 'y': 4.0}"
103,104,1,EV,17:45,2:15,BLOCK,"TBL #98 SERGACHEV BLOCKED BY  PIT #10 O'CONNOR, Slap, Def. Zone","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",Drew O'Connor,Mikhail Sergachev,,,2021-10-13T00:16:22Z,"{'x': 76.0, 'y': -1.0}"
104,105,1,,17:47,2:13,STOP,ICING,"{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '77', 'D2': '98', 'G': '88'}",,,,,2021-10-13T00:16:24Z,{}
105,106,1,EV,17:47,2:13,FAC,TBL won Off. Zone - PIT #18 LAFFERTY vs TBL #71 CIRELLI,"{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '77', 'D2': '98', 'G': '88'}",Anthony Cirelli,Sam Lafferty,,,2021-10-13T00:16:57Z,"{'x': 69.0, 'y': 22.0}"
106,107,1,,17:59,2:01,STOP,OFFSIDE,"{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '77', 'D2': '98', 'G': '88'}",,,,,2021-10-13T00:17:09Z,{}
107,108,1,EV,17:59,2:01,FAC,PIT won Neu. Zone - PIT #9 RODRIGUES vs TBL #91 STAMKOS,"{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",Evan Rodrigues,Steven Stamkos,,,2021-10-13T00:17:37Z,"{'x': 20.0, 'y': -22.0}"
108,109,1,EV,18:30,1:30,SHOT,"PIT ONGOAL - #16 ZUCKER, Wrist, Off. Zone, 31 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",Jason Zucker,Andrei Vasilevskiy,,,2021-10-13T00:18:08Z,"{'x': -75.0, 'y': 28.0}"
109,110,1,EV,18:41,1:19,SHOT,"PIT ONGOAL - #9 RODRIGUES, Wrist, Off. Zone, 8 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",Evan Rodrigues,Andrei Vasilevskiy,,,2021-10-13T00:18:19Z,"{'x': -81.0, 'y': 3.0}"
110,111,1,EV,19:10,0:50,HIT,"PIT #58 LETANG HIT TBL #21 POINT, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '28', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Kris Letang,Brayden Point,,,2021-10-13T00:18:48Z,"{'x': 97.0, 'y': -23.0}"
111,112,1,EV,19:24,0:36,HIT,"PIT #43 HEINEN HIT TBL #86 KUCHEROV, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '28', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Danton Heinen,Nikita Kucherov,,,2021-10-13T00:19:02Z,"{'x': 68.0, 'y': 39.0}"
112,113,1,,19:28,0:32,STOP,ICING,"{'C': '77', 'R': '17', 'L': '43', 'D1': '28', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,2021-10-13T00:19:08Z,{}
113,114,1,EV,19:28,0:32,FAC,TBL won Off. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '28', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Brayden Point,Jeff Carter,,,2021-10-13T00:19:41Z,"{'x': 69.0, 'y': -22.0}"
114,115,1,EV,19:39,0:21,SHOT,"TBL ONGOAL - #81 CERNAK, Slap, Off. Zone, 40 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '28', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Erik Cernak,Tristan Jarry,,,2021-10-13T00:19:51Z,"{'x': 51.0, 'y': -15.0}"
115,116,1,,19:39,0:21,STOP,GOALIE STOPPED (AFTER SOG),"{'C': '77', 'R': '17', 'L': '43', 'D1': '28', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
116,117,1,EV,19:39,0:21,FAC,TBL won Off. Zone - PIT #53 BLUEGER vs TBL #71 CIRELLI,"{'C': '77', 'R': '17', 'D1': '6', 'D2': '8', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",Anthony Cirelli,Teddy Blueger,,,2021-10-13T00:20:47Z,"{'x': 69.0, 'y': -22.0}"
117,118,1,EV,19:51,0:09,SHOT,"PIT ONGOAL - #17 RUST, Wrist, Off. Zone, 45 ft.","{'C': '77', 'R': '17', 'D1': '6', 'D2': '8', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",Bryan Rust,Andrei Vasilevskiy,,,2021-10-13T00:20:59Z,"{'x': -50.0, 'y': 24.0}"
118,119,1,,20:00,0:00,PEND,Period End- Local time: 8:21 EDT,"{'C': '77', 'R': '17', 'D1': '6', 'D2': '8', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,2021-10-13T00:21:07Z,{}
119,120,2,,00:00,20:00,PSTR,Period Start- Local time: 8:40 EDT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,2021-10-13T00:40:21Z,{}
120,121,2,EV,00:00,20:00,FAC,PIT won Neu. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Jeff Carter,Brayden Point,,,2021-10-13T00:40:21Z,"{'x': 0.0, 'y': 0.0}"
121,122,2,EV,00:09,19:51,GIVE,"TBL GIVEAWAY - #88 VASILEVSKIY, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Andrei Vasilevskiy,,,,2021-10-13T00:40:30Z,"{'x': 98.0, 'y': -5.0}"
122,123,2,EV,00:12,19:48,GOAL,"PIT #43 HEINEN(1), Snap, Off. Zone, 17 ft.Assist: #77 CARTER(1)","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Danton Heinen,Jeff Carter,Andrei Vasilevskiy,,2021-10-13T00:40:33Z,"{'x': 74.0, 'y': -9.0}"
123,124,2,EV,00:12,19:48,FAC,TBL won Neu. Zone - PIT #77 CARTER vs TBL #91 STAMKOS,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",Steven Stamkos,Jeff Carter,,,2021-10-13T00:41:13Z,"{'x': 0.0, 'y': 0.0}"
124,125,2,,00:21,19:39,STOP,PUCK IN NETTING,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,2021-10-13T00:41:22Z,{}
125,126,2,EV,00:21,19:39,FAC,TBL won Neu. Zone - PIT #77 CARTER vs TBL #91 STAMKOS,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",Steven Stamkos,Jeff Carter,,,2021-10-13T00:41:42Z,"{'x': 0.0, 'y': 0.0}"
126,127,2,EV,00:31,19:29,HIT,"PIT #8 DUMOULIN HIT TBL #81 CERNAK, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",Brian Dumoulin,Erik Cernak,,,2021-10-13T00:41:52Z,"{'x': -53.0, 'y': 41.0}"
127,128,2,EV,1:41,18:19,BLOCK,"PIT #28 PETTERSSON BLOCKED BY  TBL #86 KUCHEROV, Wrist, Def. Zone","{'C': '53', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
128,129,2,EV,1:47,18:13,HIT,"PIT #49 SIMON HIT TBL #21 POINT, Off. Zone","{'C': '53', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
129,130,2,EV,2:04,17:56,MISS,"PIT #58 LETANG, Wrist, Wide of Net, Off. Zone, 35 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
130,131,2,EV,2:18,17:42,SHOT,"PIT ONGOAL - #8 DUMOULIN, Wrist, Off. Zone, 28 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
131,132,2,EV,2:19,17:41,HIT,"TBL #86 KUCHEROV HIT PIT #9 RODRIGUES, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
132,133,2,EV,2:26,17:34,MISS,"PIT #8 DUMOULIN, Wrist, Wide of Net, Off. Zone, 24 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
133,134,2,EV,2:45,17:15,HIT,"PIT #42 KAPANEN HIT TBL #14 MAROON, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
134,135,2,EV,3:09,16:51,HIT,"PIT #18 LAFFERTY HIT TBL #98 SERGACHEV, Off. Zone","{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
135,136,2,EV,3:13,16:47,BLOCK,"TBL #79 COLTON BLOCKED BY  PIT #52 FRIEDMAN, Wrist, Def. Zone","{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
136,137,2,,3:13,16:47,STOP,PUCK IN NETTING,"{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
137,138,2,EV,3:13,16:47,FAC,PIT won Def. Zone - PIT #77 CARTER vs TBL #71 CIRELLI,"{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
138,139,2,EV,3:43,16:17,GIVE,"TBL GIVEAWAY - #24 BOGOSIAN, Def. Zone","{'C': '77', 'L': '43', 'D1': '2', 'D2': '6', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
139,140,2,EV,3:45,16:15,MISS,"PIT #18 LAFFERTY, Wrist, Wide of Net, Off. Zone, 20 ft.","{'C': '77', 'L': '43', 'D1': '2', 'D2': '6', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
140,141,2,EV,4:11,15:49,GOAL,"PIT #11 BOYLE(1), Wrist, Off. Zone, 17 ft.Assists: #18 LAFFERTY(1); #10 O'CONNOR(1)","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'R': '16', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
141,142,2,EV,4:11,15:49,FAC,PIT won Neu. Zone - PIT #53 BLUEGER vs TBL #41 BELLEMARE,"{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
142,143,2,EV,4:33,15:27,HIT,"PIT #23 MCGINN HIT TBL #44 RUTTA, Off. Zone","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
143,144,2,EV,4:39,15:21,SHOT,"TBL ONGOAL - #41 BELLEMARE, Backhand, Off. Zone, 9 ft.","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
144,145,2,EV,4:50,15:10,MISS,"TBL #77 HEDMAN, Wrist, Wide of Net, Off. Zone, 55 ft.","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
145,146,2,EV,5:08,14:52,SHOT,"TBL ONGOAL - #77 HEDMAN, Wrist, Def. Zone, 121 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
146,147,2,EV,5:20,14:40,HIT,"TBL #24 BOGOSIAN HIT PIT #42 KAPANEN, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
147,148,2,,5:24,14:36,STOP,PUCK FROZEN,"{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
148,149,2,EV,5:24,14:36,FAC,PIT won Off. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
149,150,2,EV,5:34,14:26,MISS,"PIT #17 RUST, Wrist, Wide of Net, Off. Zone, 26 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
150,151,2,EV,5:51,14:09,HIT,"PIT #43 HEINEN HIT TBL #77 HEDMAN, Off. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
151,152,2,EV,6:11,13:49,SHOT,"TBL ONGOAL - #24 BOGOSIAN, Slap, Off. Zone, 53 ft.","{'C': '9', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '24', 'D2': '77', 'G': '88'}",,,,,,
152,153,2,EV,6:57,13:03,HIT,"PIT #52 FRIEDMAN HIT TBL #79 COLTON, Neu. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'L': '14', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
153,154,2,EV,7:05,12:55,SHOT,"PIT ONGOAL - #9 RODRIGUES, Wrist, Off. Zone, 43 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'L': '14', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
154,155,2,EV,7:29,12:31,MISS,"TBL #81 CERNAK, Wrist, Wide of Net, Off. Zone, 44 ft.","{'C': '53', 'R': '42', 'L': '16', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
155,156,2,EV,7:30,12:30,SHOT,"TBL ONGOAL - #27 MCDONAGH, Slap, Off. Zone, 40 ft.","{'C': '53', 'R': '42', 'L': '16', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
156,157,2,,7:31,12:29,STOP,"GOALIE STOPPED (AFTER SOG),TV TIMEOUT","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
157,158,2,EV,7:31,12:29,FAC,PIT won Def. Zone - PIT #18 LAFFERTY vs TBL #41 BELLEMARE,"{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
158,159,2,,7:53,12:07,STOP,HAND PASS,"{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
159,160,2,EV,7:53,12:07,FAC,PIT won Neu. Zone - PIT #18 LAFFERTY vs TBL #21 POINT,"{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
160,161,2,EV,8:08,11:52,HIT,"TBL #18 PALAT HIT PIT #58 LETANG, Off. Zone","{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
161,162,2,EV,8:42,11:18,SHOT,"PIT ONGOAL - #43 HEINEN, Wrap-around, Off. Zone, 8 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
162,163,2,,8:42,11:18,STOP,GOALIE STOPPED (AFTER SOG),"{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
163,164,2,EV,8:42,11:18,FAC,TBL won Def. Zone - PIT #17 RUST vs TBL #91 STAMKOS,"{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
164,165,2,EV,9:00,11:00,SHOT,"PIT ONGOAL - #43 HEINEN, Wrist, Off. Zone, 18 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
165,166,2,EV,9:10,10:50,TAKE,"TBL TAKEAWAY - #17 KILLORN, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
166,167,2,EV,9:43,10:17,HIT,"TBL #14 MAROON HIT PIT #9 RODRIGUES, Off. Zone","{'C': '9', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'L': '14', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
167,168,2,EV,9:45,10:15,SHOT,"PIT ONGOAL - #16 ZUCKER, Wrist, Off. Zone, 16 ft.","{'C': '9', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'L': '14', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,
168,169,2,EV,10:17,9:43,SHOT,"PIT ONGOAL - #16 ZUCKER, Snap, Off. Zone, 17 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Jason Zucker,Andrei Vasilevskiy,,,2021-10-13T00:57:28Z,"{'x': 74.0, 'y': 9.0}"
169,170,2,,10:28,9:32,STOP,ICING,"{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,2021-10-13T00:57:38Z,{}
170,171,2,EV,10:28,9:32,FAC,TBL won Off. Zone - PIT #18 LAFFERTY vs TBL #21 POINT,"{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '77', 'D2': '98', 'G': '88'}",Brayden Point,Sam Lafferty,,,2021-10-13T00:58:09Z,"{'x': -69.0, 'y': 22.0}"
171,172,2,EV,10:30,9:30,MISS,"TBL #86 KUCHEROV, Wrist, Wide of Net, Off. Zone, 38 ft.","{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '77', 'D2': '98', 'G': '88'}",Nikita Kucherov,Tristan Jarry,,,2021-10-13T00:58:11Z,"{'x': -59.0, 'y': 24.0}"
