nlc,Station,Note,Entry_Week,Entry_Saturday,Entry_Sunday,Exit_Week,Exit_Saturday,Exit_Sunday,AnnualEntryExit_Mill
619,Kentish Town,,11501,7723,5548,11150,6682,4933,7.10
620,Kenton,,2437,1142,874,2473,1185,965,1.47
621,Kew Gardens,,5159,4470,2600,4495,3405,2762,3.17
622,Kilburn,,13330,11238,7557,12694,9871,7290,8.56
623,Kilburn Park,,5684,4728,3042,5400,4230,2931,3.62
625,King's Cross St. Pancras,,99440,85589,64682,101553,83156,61450,67.07
624,Kingsbury,,5580,3598,2390,5032,3446,2241,3.32
626,Knightsbridge,,27351,33621,22743,27005,32669,18649,19.64
627,Ladbroke Grove,,8604,9850,4103,7775,6675,3281,5.44
628,Lambeth North,,5043,4075,2990,4724,3672,2527,3.20
629,Lancaster Gate,,9305,6927,5081,9133,7034,4785,5.97
630,Latimer Road,,3595,1905,1393,3517,1674,1349,2.15
631,Leicester Square,,45305,58109,34549,48155,64180,30940,33.87
632,Leyton,,19414,16442,11461,18775,15570,10917,12.65
633,Leytonstone,,15693,11334,7218,15423,10473,7175,9.86
634,Liverpool Street,,101942,58415,48985,105113,58643,47456,64.16
635,London Bridge,,99052,66478,41503,93477,67378,41233,60.55
636,Loughton,,4475,2448,1193,4478,2441,1242,2.66
637,Maida Vale,,5338,3730,2395,4824,3233,2337,3.21
638,Manor House,,13343,11869,8371,12580,9632,8142,8.65
639,Mansion House,,9392,2721,1906,9824,2063,1650,5.32
640,Marble Arch,,23840,25173,16954,23098,23616,15040,16.30
641,Marylebone,,17900,11588,8116,18472,12530,7574,11.38
642,Mile End,,21789,15013,9800,20384,13429,9761,13.30
643,Mill Hill East,,1560,881,506,1757,1021,577,1.00
646,Moor Park,,1326,570,328,1273,588,328,0.76
645,Moorgate,,40129,6065,3313,43520,6325,3729,22.22
647,Morden,,10767,6750,4662,10548,6804,4719,6.65
648,Mornington Crescent,,6859,3603,8812,6299,2976,1671,4.29
649,Neasden,,4911,3448,2267,4488,3299,2182,2.99
650,Newbury Park,,6559,3574,2217,5279,3094,2033,3.59
653,North Acton,,8630,4894,3314,8111,4483,3110,5.10
654,North Ealing,,1571,891,514,1463,808,520,0.92
789,North Greenwich,,26229,22786,14520,27837,23256,14106,17.76
656,North Harrow,,2620,1249,697,2428,1090,683,1.48
659,North Wembley,,2321,1550,964,2149,1540,868,1.40
655,Northfields,,6693,4221,2829,6353,3855,2863,4.06
657,Northolt,,5949,3969,2478,5303,3447,2328,3.52
660,Northwick Park,,6475,2948,2029,6209,2620,2000,3.74
661,Northwood,,3369,1833,1028,3091,1624,1028,1.94
662,Northwood Hills,,2476,1232,729,2183,1109,586,1.38
663,Notting Hill Gate,,23680,28427,14541,23388,32418,15649,16.85
664,Oakwood,,4482,3386,2007,4411,3310,2096,2.84
665,Old Street,,32468,16571,9724,31669,19430,9686,19.24
667,Osterley,,3350,2207,1484,3241,2058,1386,2.06
668,Oval,,9434,7965,5173,8689,6577,4656,5.92
669,Oxford Circus,,108596,82229,44282,120727,95956,51151,72.91
670,Paddington,,63268,44472,37575,62551,45073,33873,40.70
671,Park Royal,,2493,1747,1018,2614,1749,998,1.59
672,Parsons Green,,8831,5348,3222,7916,4818,2893,5.13
673,Perivale,,3513,2170,1266,3318,1973,1228,2.09
674,Piccadilly Circus,,53729,61898,35218,56886,68295,34232,38.85
776,Pimlico,,13691,8087,5382,13561,8456,5752,8.41
675,Pinner,,3920,2014,1014,3923,1889,1052,2.31
676,Plaistow,,10076,7606,5560,9602,5962,5015,6.31
677,Preston Road,,5197,3280,2137,4803,2990,1990,3.10
678,Putney Bridge,,7979,6320,4217,8870,7688,4512,5.51
680,Queen's Park,,9772,6539,4217,8366,4983,3828,5.66
679,Queensbury,,5363,3010,2020,5181,2840,1951,3.21
681,Queensway ,,12266,11328,8963,12378,11580,8850,8.48
682,Ravenscourt Park ,,4365,2471,1630,4295,2216,1558,2.62
683,Rayners Lane,,6296,4014,2567,6151,3716,2491,3.85
684,Redbridge,,3873,2501,1539,3750,2327,1499,2.36
685,Regent's Park,,4997,2564,1681,6136,3322,2066,3.34
686,Richmond,,11301,8648,6688,10674,8556,7641,7.30
687,Rickmansworth,,3447,1391,780,3177,1267,732,1.90
688,Roding Valley,,410,157,78,313,130,73,0.21
690,Royal Oak,,2903,1931,1314,2912,1859,1375,1.83
691,Ruislip,,2516,1812,940,2615,1770,873,1.59
692,Ruislip Gardens,,1556,918,466,1343,770,451,0.88
693,Ruislip Manor,,2646,1578,762,2513,1425,772,1.55
694,Russell Square,,20656,16035,11687,20987,16335,11612,13.59
698,Seven Sisters,,21254,16509,10494,20344,14124,10189,13.34
700,Shepherd's Bush,,30488,34901,22720,27078,33262,21625,20.73
775,Shepherd's Bush Market,,5586,5437,3174,5145,4537,2759,3.58
702,Sloane Square,,23339,16711,9741,23655,16998,9754,14.79
703,Snaresbrook,,4313,1865,1077,3282,1593,1005,2.22
704,South Ealing,,5403,3675,2388,5283,3433,2419,3.36
707,South Harrow,,3421,2456,1517,3508,2411,1575,2.19
708,South Kensington ,,43170,34074,25260,43328,34967,25730,28.48
709,South Kenton,,1358,868,458,1323,783,508,0.82
710,South Ruislip,,2711,1631,859,2626,1477,835,1.61
711,South Wimbledon,,6131,3984,2624,5559,3858,2707,3.68
712,South Woodford,,6584,3713,1642,6231,3833,1788,3.84
705,Southfields,,9615,7489,4469,7913,5834,4063,5.63
706,Southgate,,8176,5243,3111,8203,5021,3248,5.05
784,Southwark,,16976,5300,3349,17390,5508,3540,9.66
695,St. James's Park,,22869,5876,4117,24521,6866,4989,13.19
696,St. John's Wood,,10663,6721,4636,10700,6629,4880,6.66
697,St. Paul's,,21775,9914,6160,22474,9601,6313,12.95
713,Stamford Brook,,4360,3076,1906,4051,2643,1754,2.64
714,Stanmore,,4450,3105,1928,4435,2853,1830,2.78
715,Stepney Green,,7551,4414,3178,6762,3578,2980,4.40
716,Stockwell,,14764,9446,6355,11763,8262,6007,8.36
717,Stonebridge Park,,3397,1819,1546,3525,1854,1599,2.13
719,Stratford ,,39831,31524,24060,43902,30151,24067,27.23
720,Sudbury Hill,,3470,2203,1419,3341,2104,1390,2.11
721,Sudbury Town,,3677,2486,1623,3441,2341,1628,2.24
723,Swiss Cottage  ,,11528,7607,5211,10948,7223,5024,7.06
724,Temple ,,11789,3968,2042,12389,4316,1807,6.77
725,Theydon Bois,,1113,609,306,1078,573,315,0.65
726,Tooting Bec ,,11455,8382,5285,10575,7054,5178,6.99
727,Tooting Broadway ,,20399,15614,9928,20230,14333,9741,13.00
728,Tottenham Court Road,,55558,45998,26143,56803,51338,26145,36.57
729,Tottenham Hale ,,13808,9008,6343,12852,8226,5634,8.35
730,Totteridge & Whetstone,,3073,1739,1029,2925,1554,965,1.81
731,Tower Hill,,31178,25032,18450,30175,25577,18023,20.31
733,Tufnell Park,,5730,4345,2851,4673,3352,2461,3.35
734,Turnham Green  ,,9495,6617,4076,9593,6348,4185,5.99
735,Turnpike Lane  ,,14684,13007,8765,15134,12062,8635,9.87
736,Upminster ,,7335,4181,1836,7482,3837,2020,4.39
737,Upminster Bridge ,,1928,386,122,1558,347,115,0.93
738,Upney,,3266,1902,1134,2810,1324,1097,1.84
739,Upton Park,,15306,10847,7568,14682,10628,7484,9.59
740,Uxbridge  ,,11205,7135,4059,11369,6751,4398,6.93
777,Vauxhall  ,,32146,18697,12495,28321,16635,11615,18.56
741,Victoria  ,,120457,87738,59674,126832,82113,59127,78.41
742,Walthamstow Central ,,22748,16105,10624,21735,15271,11007,14.16
743,Wanstead  ,,3717,2488,1367,3619,2265,1354,2.26
745,Warren Street  ,,25198,8977,5339,25503,8880,5307,14.38
746,Warwick Avenue ,,7060,4961,3165,6340,4421,3250,4.26
747,Waterloo  ,,123951,86141,47062,125238,76579,49491,77.20
748,Watford,,2832,1536,969,2542,1411,927,1.62
751,Wembley Central,,5601,4652,2777,5139,4290,2676,3.50
752,Wembley Park,,14698,12944,13634,14959,14694,16972,10.75
753,West Acton,,2711,1846,1174,2562,1701,1138,1.65
755,West Brompton,,5559,4418,2622,6057,4261,2867,3.71
756,West Finchley,,2166,1143,651,1936,966,629,1.22
757,West Ham,,5011,3387,2315,4630,3283,2244,3.05
758,West Hampstead,,12667,9579,6127,10302,7417,5229,7.36
759,West Harrow,,2000,998,615,1985,1028,628,1.19
760,West Kensington,,8003,5877,3939,6750,4736,3458,4.72
762,West Ruislip,,2176,1390,683,2077,1239,783,1.30
754,Westbourne Park,,5650,3786,2206,4256,3077,1951,3.11
761,Westminster,,27726,25957,18921,28512,24695,18132,19.05
764,White City,,15313,9696,5494,15037,9439,5557,9.33
763,Whitechapel,,18968,9867,7596,19072,9927,7597,11.55
765,Willesden Green,,12882,10025,7037,12242,8637,6754,8.14
766,Willesden Junction,,5420,4191,2317,5636,3885,2449,3.50
767,Wimbledon ,,22939,16754,10740,24293,17641,11698,15.06
768,Wimbledon Park,,3423,2637,1631,3095,2196,1482,2.08
770,Wood Green,,17199,14094,9822,15847,12815,9300,10.89
599,Wood Lane,,5085,6666,3854,5370,6944,4065,3.82
769,Woodford,,7761,4715,2501,6505,4068,2289,4.35
771,Woodside Park,,4135,2301,1455,3489,1506,1616,2.31
