nlc,Station,Note,Entry_Week,Entry_Saturday,Entry_Sunday,Exit_Week,Exit_Saturday,Exit_Sunday,AnnualEntryExit_Mill
531,Buckhurst Hill                     , ,3277,2029,963,3176,1801,938,1.94
532,Burnt Oak , ,6059,3833,2287,5662,3529,2225,3.61
534,Caledonian Road                    , ,9813,7102,4908,8750,5987,4621,5.94
535,Camden Town , ,30129,37630,16096,30832,45711,30658,22.52
788,Canada Water, ,17203,15811,11505,16916,14172,11656,11.56
852,Canary Wharf, ,86253,29788,21565,88823,30625,22688,50.05
884,Canning Town, ,14940,12280,10247,14340,10785,9700,9.78
536,Cannon Street                      ,A,9562,2467,0,7986,1473,0,4.64
537,Canons Park , ,3909,2641,1615,3719,2409,1531,2.38
539,Chalfont & Latimer                 , ,2035,906,455,1825,771,354,1.11
540,Chalk Farm, ,8652,8939,7384,7258,6471,4884,5.55
541,Chancery Lane                      , ,29462,7056,3546,31352,7009,3341,16.52
718,Charing Cross                      , ,31161,27707,18018,25509,20111,12667,18.63
543,Chesham   , ,1330,668,393,961,604,354,0.69
544,Chigwell  , ,1017,383,192,800,351,195,0.52
545,Chiswick Park                      , ,3310,1914,1229,3731,1828,1269,2.12
546,Chorleywood , ,1832,722,389,1580,747,393,0.99
547,Clapham Common                     , ,12751,10908,7279,14380,12029,7664,8.94
548,Clapham North                      , ,8254,8222,5100,10289,8329,5369,6.17
549,Clapham South                      , ,12863,8721,5742,11058,7732,5729,7.58
550,Cockfosters , ,2861,2917,2094,2846,2575,1977,1.97
551,Colindale , ,7628,5151,3319,6848,4328,3148,4.54
552,Colliers Wood                      , ,9371,7115,4864,8552,6206,4613,5.79
553,Covent Garden                      , ,27325,29017,22932,29296,47285,25755,21.17
554,Croxley   , ,1655,696,371,1534,667,364,0.92
555,Dagenham East                      , ,4125,2681,1580,3711,2297,1425,2.42
556,Dagenham Heathway                  , ,8568,5374,3138,8247,5003,3007,5.16
557,Debden    , ,4143,1779,872,3872,1531,792,2.30
558,Dollis Hill , ,6583,4049,3218,3756,2210,1707,3.23
560,Ealing Broadway                    , ,27628,18088,12036,25474,16983,11384,16.64
561,Ealing Common                      , ,5178,3824,2701,5250,3622,2646,3.34
562,Earl's Court, ,31814,29521,20713,30465,30250,20000,21.27
563,East Acton, ,6192,4312,3056,6087,3736,2983,3.88
565,East Finchley                      , ,11104,6731,4339,10288,5711,4123,6.56
566,East Ham  , ,21542,16137,11134,20651,14590,11054,13.58
567,East Putney , ,9358,6940,4788,8241,5658,4441,5.65
564,Eastcote  , ,4572,2598,1427,4131,2385,1417,2.63
568,Edgware   , ,6636,4127,3040,6487,3897,2940,4.09
774,Edgware Road (Bak)                 , ,0,0,0,0,0,0,0.00
569,Edgware Road (Cir)                 , ,13313,8450,5745,13085,8119,5342,8.19
570,Elephant & Castle                  , ,28628,19266,14951,26981,18048,13268,17.67
571,Elm Park  , ,4633,2283,1209,4293,2091,1208,2.63
542,Embankment, ,30162,28302,17652,29537,28892,17501,20.15
572,Epping    , ,5698,3805,2095,4310,3423,1912,3.14
574,Euston    , ,58759,44415,35945,57442,44078,32293,38.03
575,Euston Square                      , ,21268,7717,5837,21817,7625,5355,12.36
576,Fairlop   , ,1698,885,489,1536,858,494,0.97
577,Farringdon, ,40469,9357,5631,39199,9571,4952,21.76
578,Finchley Central                   , ,8736,5808,3281,8596,4901,3338,5.33
579,Finchley Road                      , ,15891,11251,8337,15009,10285,7955,9.90
580,Finsbury Park                      ,A,42150,39036,22783,40194,30889,21338,27.07
581,Fulham Broadway                    , ,16007,11762,7286,15413,10643,6787,9.94
582,Gants Hill, ,10007,5838,3801,9540,5589,3775,5.99
583,Gloucester Road                    , ,23471,17948,13755,22179,17218,12260,14.91
584,Golders Green                      , ,11851,8260,6384,11298,7384,5935,7.40
585,Goldhawk Road                      , ,2967,2105,1198,2720,1918,1273,1.79
586,Goodge Street                      , ,14264,6069,3199,14298,6148,3042,8.23
587,Grange Hill , ,1044,469,223,898,395,220,0.56
588,Great Portland Street              , ,13590,4725,3503,13009,4362,2868,7.58
590,Green Park, ,54065,32066,21514,60361,39827,25464,35.46
589,Greenford , ,7117,4638,2836,6920,4412,2662,4.35
591,Gunnersbury , ,7741,3884,2546,7641,3399,2257,4.55
592,Hainault  , ,5413,2933,1824,5033,2704,1752,3.15
593,Hammersmith (Dis)                  , ,47797,31661,21968,45740,28666,20140,29.29
773,Hammersmith (H&C)                  , ,15281,10124,6773,13084,9303,6290,8.96
594,Hampstead , ,6552,4785,3805,6571,4921,4003,4.29
595,Hanger Lane , ,6060,3880,2546,5666,3420,2251,3.63
596,Harlesden , ,4391,2468,1629,4193,2264,1525,2.60
597,Harrow & Wealdstone                , ,7904,5010,3293,7137,4240,3031,4.66
598,Harrow-on-the-Hill                 , ,14354,9684,6423,15032,9686,6526,9.21
779,Hatton Cross, ,4971,3682,2904,4533,3142,2471,3.08
781,Heathrow Terminal 4, ,3352,4263,4219,2871,3677,3247,2.43
783,Heathrow Terminal 5, ,5959,5850,6746,5042,4934,5182,4.05
780,Heathrow Terminals 123, ,12003,12209,12474,10238,10272,10369,8.14
601,Hendon Central                     , ,11757,6467,4371,10890,5381,4057,6.84
602,High Barnet , ,4760,2868,1830,4381,2425,1703,2.80
605,High Street Kensington             , ,20371,16360,11335,20989,16398,10551,13.46
603,Highbury & Islington               , ,27741,21811,14223,28030,22384,15029,18.13
604,Highgate  , ,7724,5229,3287,7099,4520,3154,4.64
606,Hillingdon, ,2910,1713,953,2437,1557,934,1.63
607,Holborn   , ,56102,28027,16612,58751,29603,16746,34.02
608,Holland Park, ,5706,3487,2303,5272,3237,2218,3.39
609,Holloway Road                      , ,11480,7780,5324,11262,7047,5210,7.15
610,Hornchurch, ,3487,1520,779,3387,1506,783,1.99
611,Hounslow Central                   , ,6275,4254,3235,6074,4083,3059,3.93
612,Hounslow East                      , ,6602,5152,3827,6774,4753,3661,4.34
613,Hounslow West                      , ,5289,4118,3219,4868,3730,2880,3.34
614,Hyde Park Corner                   , ,7735,8226,7194,8427.142857,8401,7197,5.80
615,Ickenham  , ,1821,1014,593,1736,965,603,1.07
616,Kennington, ,7439,5560,3716,7072,5229,3870,4.68
617,Kensal Green, ,4354,3286,2096,3615,2621,1953,2.56
618,Kensington (Olympia)               , ,1527,6601,3865,1500,5983,3869,1.88
619,Kentish Town, ,10291,7107,5082,10219,6326,4444,6.45
620,Kenton    , ,3373,2088,1351,3147,1948,1326,2.02
621,Kew Gardens , ,5637,4329,3168,5267,3870,2555,3.52
622,Kilburn   , ,12268,9709,6902,11560,8699,6731,7.79
623,Kilburn Park, ,5269,4466,3260,5208,4257,3123,3.48
625,King's Cross St. Pancras           , ,133310,100698,81643,124371.8125,98805,75969,84.87
624,Kingsbury , ,6805,4140,2851,6538,3811,2721,4.12
626,Knightsbridge                      , ,30760,34652,24458,29879,32073,20594,21.47
627,Ladbroke Grove                     , ,8903,10330,4591,8083,6631,3647,5.67
628,Lambeth North                      , ,4673,4324,2998,4317,3713,2622,3.02
629,Lancaster Gate                     , ,10424,8499,6619,10088,8076,5977,6.79
630,Latimer Road, ,3737,1875,1387,3575,1635,1327,2.19
631,Leicester Square                   , ,53186,76347,41370,49597,74601,39025,38.60
632,Leyton    , ,21386,16763,11616,20409,14430,11016,13.53
633,Leytonstone , ,16709,12004,8065,15927,10872,7742,10.38
634,Liverpool Street                   , ,107083,60220,51082,110510,61484,59324,67.89
635,London Bridge                      , ,112634,81268,53203,106801,76551,51218,69.88
636,Loughton  , ,5241,3039,1580,5294,2993,1595,3.17
637,Maida Vale, ,5468,4084,2726,4988,3403,2581,3.35
638,Manor House , ,14635,11867,8970,13385,9974,8560,9.26
639,Mansion House                      , ,10471,2915,2099,10351,2420,1701,5.77
640,Marble Arch , ,25494,22807,16786,23263,19701,13988,16.36
641,Marylebone, ,21138,13341,9411,21882,13797,9285,13.40
642,Mile End  , ,23906,16839,11522,21076,14719,11342,14.37
643,Mill Hill East                     ,A,1739,1007,624,2102,1196,715,1.17
646,Moor Park , ,1472,592,295,1407,578,301,0.82
645,Moorgate  , ,39795,6029,3912,39906,7488,4798,21.38
647,Morden    , ,12729,8061,5777,11855,7347,5670,7.70
648,Mornington Crescent                , ,7324,4294,11830,6329,2999,2040,4.65
649,Neasden   , ,5199,3308,2410,4675,3101,2269,3.11
650,Newbury Park, ,7961,4618,3329,6263,3777,2784,4.40
653,North Acton , ,9033,5612,4017,8551,5145,3727,5.47
654,North Ealing, ,1446,915,554,1352,787,540,0.86
789,North Greenwich                    , ,32687,26233,19913,34926,28928,21165,22.40
656,North Harrow, ,2909,1408,877,2793,1308,853,1.69
659,North Wembley                      , ,2715,1843,1235,2518,1640,1176,1.65
655,Northfields , ,6674,4348,3035,6427,3971,2988,4.10
657,Northolt  , ,7583,5314,3311,7051,4808,3176,4.61
660,Northwick Park                     , ,6764,2835,2234,6683,2593,2217,3.95
661,Northwood , ,4194,2035,1104,3516,1818,1091,2.28
662,Northwood Hills                    , ,2667,1264,843,2327,1128,780,1.48
663,Notting Hill Gate                  , ,24232,29484,15368,23864,34860,16500,17.39
664,Oakwood   , ,4190,3378,2351,4363,3197,2383,2.79
665,Old Street, ,36342,19440,12150,36048,21745,11572,21.86
667,Osterley  , ,3709,2827,1960,3530,2386,1690,2.32
668,Oval      , ,9548,7142,4808,8955,6106,4375,5.91
669,Oxford Circus                      , ,125202,104570,59447,136663,121075,63630,85.25
670,Paddington, ,78311,54556,45320,76742,51924,38500,49.71
671,Park Royal, ,2653,1542,931,2774,1558,928,1.64
672,Parsons Green                      , ,10754,6955,4129,10116,6342,4022,6.45
673,Perivale  , ,3698,2420,1564,3507,2240,1466,2.24
674,Piccadilly Circus                  , ,58808,70850,41896,57348,73782,39385,41.70
776,Pimlico   , ,16980,10388,7789,15641,9767,7665,10.21
675,Pinner    , ,4491,2113,1394,4325,1972,1380,2.61
676,Plaistow  , ,10096,6647,4870,9629,6408,4917,6.25
677,Preston Road, ,5278,2859,2298,5026,2613,2155,3.15
678,Putney Bridge                      , ,8998,7200,4672,9325,6860,4763,5.92
680,Queen's Park, ,9297,6142,4537,8297,5371,4414,5.58
679,Queensbury, ,6264,3961,2645,6177,3751,2520,3.85
681,Queensway , ,11781,12701,9779,12330,12876,9640,8.58
682,Ravenscourt Park                   , ,4653,2842,1815,4347,2559,1737,2.77
683,Rayners Lane, ,6734,3987,2563,6594,3813,2592,4.08
684,Redbridge , ,4455,3007,1978,4067,2596,1829,2.67
685,Regent's Park                      , ,5808,2957,2147,6661,3955,2610,3.79
686,Richmond  ,A,11797,10774,5676,12583,10463,5866,7.95
687,Rickmansworth                      , ,4058,1728,929,3711,1592,864,2.24
688,Roding Valley                      ,A,472,177,88,351,154,86,0.24
690,Royal Oak , ,4050,2352,1692,3856,2158,1637,2.43
691,Ruislip   , ,2765,1762,1035,2819,1716,995,1.71
692,Ruislip Gardens                    , ,1777,1200,610,1457,989,596,1.00
693,Ruislip Manor                      , ,3011,1634,919,2929,1501,921,1.77
694,Russell Square                     , ,19464,15553,12191,19719,15802,11669,12.95
698,Seven Sisters                      , ,22739,19138,13965,20929,16214,12783,14.46
700,Shepherd's Bush (Cen)              , ,35477,32202,21053,32748,29832,19379,22.87
775,Shepherd's Bush (H&C)              , ,5477,4741,2914,4926,4224,2856,3.44
702,Sloane Square                      , ,25947,20435,12280,25539,20263,11754,16.56
703,Snaresbrook , ,4913,2397,1356,3747,2190,1337,2.59
704,South Ealing, ,5579,3724,2487,5516,3442,2547,3.48
707,South Harrow, ,3604,2604,1739,3583,2505,1714,2.29
708,South Kensington                   , ,48383,43051,33128,47931,43534,32659,32.75
709,South Kenton,A,1769,999,565,1600,916,631,1.02
710,South Ruislip                      , ,2947,2088,1170,2683,1887,1118,1.77
711,South Wimbledon                    , ,6462,4008,2454,5759,3782,2480,3.79
712,South Woodford                     , ,6660,4469,2455,8284,5068,2862,4.59
705,Southfields , ,9714,6973,4255,8632,5792,3959,5.79
706,Southgate , ,8494,5843,3672,8658,5754,3851,5.39
784,Southwark , ,22904,9393,5949,23387,10512,6096,13.46
695,St. James's Park                   , ,26909,7622,5209,25756,7336,5368,14.73
696,St. John's Wood                    , ,11664,7586,4864,11688,7491,4923,7.27
697,St. Paul's, ,27192,13267,9145,28156,13274,8752,16.44
713,Stamford Brook                     , ,4470,2826,1719,4203,2455,1605,2.66
714,Stanmore  , ,5688,3615,2631,5637,3440,2637,3.54
715,Stepney Green                      , ,8440,5645,3859,7465,4707,3601,5.00
716,Stockwell , ,16796,11308,7838,12709,9366,7162,9.42
717,Stonebridge Park                   , ,4205,2494,1790,4040,2410,1657,2.54
719,Stratford , ,80455,83432,55245,76757,78651,51541,54.50
720,Sudbury Hill, ,3269,2094,1322,3216,1973,1318,2.01
721,Sudbury Town, ,3377,2303,1596,2911,1852,1326,1.98
723,Swiss Cottage                      , ,12844,8692,6123,11976,7976,5536,7.83
724,Temple    , ,13473,5341,2904,14179,5905,2882,7.92
725,Theydon Bois, ,1401,937,421,1299,835,404,0.82
726,Tooting Bec , ,11454,8109,5434,10265,6791,5281,6.90
727,Tooting Broadway                   , ,21302,16015,10695,20847,14574,10503,13.51
728,Tottenham Court Road               , ,59073,46929,28928,58396,48216,28633,38.06
729,Tottenham Hale                     , ,15853,12363,8638,16243,11212,7881,10.32
730,Totteridge & Whetstone             , ,3466,1637,998,3150,1457,968,1.95
731,Tower Hill, ,34187,31219,22788,34399,33461,22962,23.41
733,Tufnell Park, ,6510,5116,3381,5715,4009,2928,3.94
734,Turnham Green                      , ,9744,6895,4358,9903,6496,4599,6.20
735,Turnpike Lane                      , ,15578,13051,9177,15716,11837,9125,10.29
736,Upminster ,A,8042,4974,2191,8593,4461,2224,4.96
737,Upminster Bridge                   , ,2049,623,281,1948,556,248,1.10
738,Upney     , ,4000,2334,1527,3550,1950,1249,2.30
739,Upton Park, ,16658,12594,8699,15738,12016,8323,10.48
740,Uxbridge  , ,12379,7422,4617,12464,6853,4872,7.59
777,Vauxhall  , ,41766,28438,19420,37677,25608,18490,25.15
741,Victoria  , ,128698,103832,74678,128819,98836,76027,84.58
742,Walthamstow Central                , ,26056,20710,12655,25490,20069,13098,16.68
743,Wanstead  , ,4465,3172,1816,4256,2899,1756,2.73
745,Warren Street                      , ,31202,10917,7240,30883,10003,6340,17.60
746,Warwick Avenue                     , ,7607,5413,3677,6865,4846,3568,4.62
747,Waterloo  ,T,144711,91517,52220,146113,92455,53765,89.40
748,Watford   , ,2900,1393,833,2693,1352,817,1.66
751,Wembley Central                    , ,5850,4978,3634,8066,6572,4347,4.59
752,Wembley Park, ,18015,13514,11224,17760,13322,10616,11.74
753,West Acton, ,2828,1958,1170,2574,1714,1117,1.69
755,West Brompton                      , ,6519,6475,4057,7288,5916,3959,4.61
756,West Finchley                      , ,2436,1312,741,2142,1084,752,1.37
757,West Ham  , ,5439,4448,3116,4860,4033,2888,3.40
758,West Hampstead                     , ,17027,12040,7218,15319,10163,6704,10.16
759,West Harrow , ,1866,1054,602,1864,1139,638,1.13
760,West Kensington                    , ,8447,6101,4277,7321,4873,3868,5.04
762,West Ruislip, ,2572,2238,1144,2390,1928,1029,1.60
754,Westbourne Park                    , ,6489,4372,2620,5462,3563,2431,3.73
761,Westminster , ,34336,33523,22928,34663,32866,21010,23.50
764,White City, ,12067,6878,4143,11772,6582,4172,7.22
763,Whitechapel , ,23676,13542,9108,23571,13545,9313,14.45
765,Willesden Green                    , ,13623,11208,6791,12768,9938,6502,8.56
766,Willesden Junction                 ,A,6735,4560,2519,6766,4156,2593,4.17
767,Wimbledon ,A,23148,15051,9210,22355,15401,9431,14.20
768,Wimbledon Park                     , ,3562,2601,1448,3225,2118,1362,2.13
770,Wood Green, ,19685,15323,11029,18330,14469,10590,12.44
599,Wood Lane , ,5049,4347,2594,5450,4748,2742,3.44
769,Woodford  , ,9122,6220,3515,8897,5663,3413,5.59
771,Woodside Park                      , ,4482,2191,1454,4299,2246,1618,2.63
 ,,,,,,,,,
