nlc,Station,Note,Entry_Week,Entry_Saturday,Entry_Sunday,Exit_Week,Exit_Saturday,Exit_Sunday,AnnualEntryExit_Mill
613,Hounslow West  ,,4886,3483,2718,4667,3484,2743,3.10
614,Hyde Park Corner ,,8529,7972,7370,8964,8470,8031,6.19
615,Ickenham  ,,1723,779,390,1766,754,394,1.01
616,Kennington,,6382,5100,3338,6280,4945,3432,4.13
617,Kensal Green,,3624,2725,1764,3196,2248,1643,2.19
618,Kensington (Olympia),,1212,978,5138,1108,871,4894,1.27
619,Kentish Town,,11683,7814,6052,11448,6782,5266,7.28
620,Kenton ,,2721,2054,981,2595,2076,1002,1.68
621,Kew Gardens ,,5483,4161,2644,4572,3435,2196,3.22
622,Kilburn,,11891,10573,7357,11611,9595,7176,7.85
623,Kilburn Park,,5417,7590,5082,5269,7117,5089,4.07
625,King's Cross St. Pancras ,,100789,79499,59853,101649,77334,55069,66.15
624,Kingsbury ,,5368,3650,2576,5138,3651,2433,3.33
626,Knightsbridge  ,,27250,34954,21846,28437,34225,20120,20.16
627,Ladbroke Grove ,,7792,9677,4011,7479,6350,3182,5.12
628,Lambeth North  ,,5197,4641,3104,4745,4102,2665,3.31
629,Lancaster Gate ,,9754,7963,6169,9738,8070,5975,6.48
630,Latimer Road,,3363,1530,1148,3325,1406,1116,1.98
631,Leicester Square ,,46887,65609,33926,49317,72355,34580,35.56
632,Leyton ,,18836,15836,10372,18688,15367,10457,12.35
633,Leytonstone ,,15389,11034,7168,15231,10327,7101,9.70
634,Liverpool Street ,,97682,57439,38113,101486,58262,38185,60.91
635,London Bridge  ,,99536,63115,39233,98006,68449,40012,61.49
636,Loughton  ,,4309,2605,1353,4517,2666,1449,2.67
637,Maida Vale,,5055,4162,2639,4645,3582,2523,3.16
638,Manor House ,,13832,11411,8185,13048,9511,7776,8.83
639,Mansion House  ,,11840,4041,2982,12900,3966,3097,7.03
640,Marble Arch ,,23289,29292,18320,23033,25897,16084,16.62
641,Marylebone,,17980,14540,8814,18305,14266,9018,11.73
642,Mile End  ,,20958,17904,11270,20280,16383,10864,13.52
643,Mill Hill East ,,1562,891,543,1883,1084,620,1.04
646,Moor Park ,,1375,422,213,1395,442,218,0.77
645,Moorgate  ,,38066,6243,3512,41445,6084,3693,21.18
647,Morden ,,11172,6983,4689,11260,7199,4953,6.98
648,Mornington Crescent ,,6953,3985,9565,6527,3295,2131,4.48
649,Neasden,,4591,3328,2161,4320,3324,2132,2.85
650,Newbury Park,,7000,3981,3898,5574,3465,2227,3.93
653,North Acton ,,7800,4603,3315,7527,4263,3081,4.72
654,North Ealing,,1628,884,544,1467,828,546,0.94
789,North Greenwich,,26589,17726,13481,30533,20494,14725,18.10
656,North Harrow,,2545,1063,645,2459,992,647,1.45
659,North Wembley  ,,2460,1695,1005,2219,1525,963,1.47
655,Northfields ,,6408,3954,2675,6229,3794,2820,3.92
657,Northolt  ,,6102,4455,2848,5617,4103,2689,3.74
660,Northwick Park ,,6346,2308,1571,6306,2100,1589,3.62
661,Northwood ,,3426,1641,957,3128,1494,952,1.93
662,Northwood Hills,,2373,1105,634,2111,960,620,1.32
663,Notting Hill Gate,,23930,28398,14769,24413,34110,17157,17.36
664,Oakwood,,4541,3546,2052,4580,3374,2142,2.91
665,Old Street,,31627,16644,11302,33281,19628,10726,19.61
667,Osterley  ,,3282,2280,1514,3270,2132,1484,2.06
668,Oval ,,9078,8155,5206,8408,6859,4744,5.79
669,Oxford Circus  ,,107678,85839,47585,117852,101544,52699,72.72
670,Paddington,,65896,45053,37704,65000,44457,34391,42.02
671,Park Royal,,2535,1734,1027,2693,1775,1020,1.63
672,Parsons Green  ,,9184,5440,3351,8674,5023,3217,5.45
673,Perivale  ,,3314,2150,1289,3248,2070,1275,2.03
674,Piccadilly Circus,,51857,62970,37393,55782,70763,36854,38.57
776,Pimlico,,13597,7976,5136,13783,8140,5487,8.39
675,Pinner ,,3788,1738,1001,3942,1755,1050,2.26
676,Plaistow  ,,10004,6475,4835,9618,6003,4508,6.16
677,Preston Road,,5015,2806,1804,4702,2590,1762,2.95
678,Putney Bridge  ,,8248,6885,4466,9177,6685,4578,5.65
680,Queen's Park,,8615,6650,4576,7776,5298,4198,5.29
679,Queensbury,,5178,3051,2180,5197,3004,2117,3.19
681,Queensway ,,12132,11662,9103,12330,11765,9072,8.48
682,Ravenscourt Park ,,4071,2095,1435,4276,2067,1521,2.50
683,Rayners Lane,,6415,3971,2507,6279,3866,2492,3.91
684,Redbridge ,,4147,2708,1879,4005,2558,1834,2.56
685,Regent's Park  ,,4759,2737,1917,5793,3844,2496,3.27
686,Richmond  ,,11324,8770,7206,11435,9061,8307,7.60
687,Rickmansworth  ,,3487,1296,678,3213,1209,649,1.90
688,Roding Valley  ,,410,161,78,317,142,75,0.21
690,Royal Oak ,,2848,1785,1228,2844,1692,1218,1.77
691,Ruislip,,2516,1662,835,2653,1663,889,1.58
692,Ruislip Gardens,,1657,1177,606,1386,1049,622,0.96
693,Ruislip Manor  ,,2691,1377,674,2593,1343,716,1.56
694,Russell Square ,,20531,16648,12456,21848,18656,12757,14.05
698,Seven Sisters  ,,19754,14486,9733,18841,13995,9574,12.38
700,Shepherd's Bush (Cen) ,,28604,28496,17957,26781,26506,17461,18.96
775,Shepherd's Bush (H&C) ,,4613,4369,2366,4317,3772,2330,2.96
702,Sloane Square  ,,22990,15647,9868,22830,16269,9884,14.42
703,Snaresbrook ,,4615,2166,1231,3566,2035,1216,2.43
704,South Ealing,,5344,3484,2295,5372,3335,2382,3.34
707,South Harrow,,3477,2610,1660,3597,2758,1784,2.27
708,South Kensington ,,42883,33958,25249,42782,35432,24943,28.24
709,South Kenton,,1360,880,494,1419,824,548,0.85
710,South Ruislip  ,,2577,1880,1067,2532,1789,1035,1.61
711,South Wimbledon,,6183,3980,2618,5953,3971,2747,3.80
712,South Woodford ,,6275,4027,2156,7172,4195,2315,4.09
705,Southfields ,,9335,7230,4262,7834,5887,3968,5.51
706,Southgate ,,7690,5091,3004,8387,5096,3141,4.96
784,Southwark ,,17361,5466,3061,18506,5900,3178,10.03
695,St. James's Park ,,23236,5853,3915,25180,6578,5051,13.42
696,St. John's Wood,,10373,6323,4512,10614,6441,4805,6.52
697,St. Paul's,,22848,11327,8114,24696,11441,7852,14.15
713,Stamford Brook ,,4080,2497,1524,3877,2211,1450,2.43
714,Stanmore  ,,4313,3134,1972,4526,2997,1865,2.78
715,Stepney Green  ,,7126,3853,2859,6513,3203,2570,4.14
716,Stockwell ,,13448,9327,6265,11205,8193,5911,7.87
717,Stonebridge Park ,,3624,2959,1646,3858,2930,1688,2.40
719,Stratford ,,36963,34983,24733,43449,35383,25885,26.99
720,Sudbury Hill,,3302,2022,1227,3246,1962,1219,2.01
721,Sudbury Town,,3530,2586,1908,3245,2095,1539,2.16
723,Swiss Cottage  ,,10667,7159,5072,10364,7016,4949,6.65
724,Temple ,,16462,5189,3535,17976,5121,3120,9.64
725,Theydon Bois,,1099,704,386,1107,671,364,0.67
726,Tooting Bec ,,10619,7467,4717,9735,6488,4649,6.43
727,Tooting Broadway ,,20274,14165,9186,20845,13987,9599,12.98
728,Tottenham Court Road,,51898,43364,25453,54863,48932,26403,34.87
729,Tottenham Hale ,,12593,8715,5336,12227,7877,5011,7.75
730,Totteridge & Whetstone,,2973,1733,1039,2867,1707,1012,1.78
731,Tower Hill,,31200,27649,21563,32452,27830,22917,21.61
733,Tufnell Park,,6000,4742,3150,5556,3526,2646,3.70
734,Turnham Green  ,,9199,6127,3696,9594,6351,3941,5.85
735,Turnpike Lane  ,,14354,12483,8319,14764,11809,8445,9.62
736,Upminster ,,7276,4248,1885,7653,3921,1924,4.43
737,Upminster Bridge ,,1647,458,170,1518,405,161,0.87
738,Upney,,3317,1572,989,3014,1442,971,1.87
739,Upton Park,,16491,11653,7595,16135,11898,7322,10.36
740,Uxbridge  ,,11044,6372,3647,11325,6099,3899,6.75
777,Vauxhall  ,,31207,18691,12017,28343,16892,11464,18.30
741,Victoria  ,,118106,90206,59705,123508,85516,61954,77.44
742,Walthamstow Central ,,21702,15309,9853,20660,14506,9956,13.44
743,Wanstead  ,,3568,2326,1334,3575,2171,1361,2.20
745,Warren Street  ,,24144,9087,5383,25100,9124,5404,14.04
746,Warwick Avenue ,,6893,5062,3204,6313,4628,3330,4.23
747,Waterloo  ,,119865,88490,47035,122210,85680,48524,75.94
748,Watford,,2675,1073,721,2486,1141,683,1.50
751,Wembley Central,,6188,6400,4258,5992,6134,4121,4.23
752,Wembley Park,,12927,14925,9366,13150,16374,9154,9.32
753,West Acton,,2568,1804,1058,2488,1672,1077,1.59
755,West Brompton  ,,5787,4470,2927,5788,4163,2800,3.72
756,West Finchley  ,,2112,1067,596,1877,965,598,1.19
757,West Ham  ,,5162,3297,2208,4867,3139,2050,3.12
758,West Hampstead ,,12720,9017,5962,10796,7209,5151,7.45
759,West Harrow ,,2049,911,577,2041,942,590,1.20
760,West Kensington,,7726,5504,3707,6617,4580,3036,4.55
762,West Ruislip,,2256,2384,1180,2167,2208,1154,1.50
754,Westbourne Park,,5121,3454,2074,4097,2872,1956,2.90
761,Westminster ,,28872,21728,16993,30445,19857,15393,19.08
764,White City,,12967,7444,4021,13058,7746,4085,7.85
763,Whitechapel ,,19909,9349,7329,20660,9826,7645,12.14
765,Willesden Green,,11183,9433,6848,11003,8394,6644,7.34
766,Willesden Junction  ,,6073,4039,2212,6365,3919,2392,3.83
767,Wimbledon ,,18896,12125,8302,17640,11593,8510,11.47
768,Wimbledon Park ,,3433,2698,1688,3179,2303,1577,2.13
770,Wood Green,,17417,13141,8831,16234,12103,8341,10.84
599,Wood Lane ,,4340,4074,2476,4961,4595,2538,3.10
769,Woodford  ,,7979,4967,2636,6608,4356,2481,4.48
771,Woodside Park  ,,3913,1940,1375,3735,1980,1535,2.31
