nlc,Station,Note,Entry_Week,Entry_Saturday,Entry_Sunday,Exit_Week,Exit_Saturday,Exit_Sunday,AnnualEntryExit_Mill
679,Queensbury,  ,5081,2247,1620,5064,2180,1513,2.98
681,Queensway ,  ,13494,13180,10084,13362,12840,9972,9.33
682,Ravenscourt Park ,  ,4180,2325,1488,4149,2199,1530,2.52
683,Rayners Lane  ,  ,6403,3628,2427,6328,3407,2337,3.87
684,Redbridge ,  ,4266,2919,1940,4000,2645,1879,2.61
685,Regent's Park ,  ,5505,3194,2401,6434,3988,2975,3.71
686,Richmond  ,  ,10774,9780,5000,11224,9328,5099,7.15
687,Rickmansworth ,  ,3612,1427,713,3039,1325,661,1.91
688,Roding Valley ,  ,424,165,81,318,141,75,0.21
690,Royal Oak ,  ,3088,1679,1152,3013,1614,1174,1.85
691,Ruislip,  ,2461,1550,803,2588,1534,802,1.53
692,Ruislip Gardens  ,  ,1708,1351,653,1355,1069,649,0.98
693,Ruislip Manor ,  ,2743,1353,651,2624,1214,660,1.57
694,Russell Square,  ,21540,16862,12424,21841,16924,12160,14.18
698,Seven Sisters ,  ,20210,14708,10425,18551,12970,9668,12.43
700,Shepherd's Bush (Cen)  ,  ,32945,32921,20732,30421,30486,19592,21.71
775,Shepherd's Bush (H&C)  ,  ,4667,3782,2021,4324,3337,1877,2.87
702,Sloane Square ,  ,23721,16246,9944,23355,16027,9620,14.74
703,Snaresbrook,  ,4636,2167,1288,3523,1953,1189,2.42
704,South Ealing  ,  ,5326,3683,2354,5203,3346,2368,3.31
707,South Harrow  ,  ,3622,2928,1985,3709,2969,1992,2.40
708,South Kensington ,  ,45917,34999,26775,45048,35306,25877,29.78
709,South Kenton  ,  ,1609,904,496,1426,814,547,0.92
710,South Ruislip ,  ,2686,2159,1180,2573,1948,1118,1.68
711,South Wimbledon  ,  ,6030,3978,2489,5397,3840,2580,3.60
712,South Woodford,  ,5970,3674,1907,7103,4205,2534,3.98
705,Southfields,  ,8885,6144,3748,7711,5087,3548,5.21
706,Southgate ,  ,7896,5490,3193,7794,5211,3232,4.91
784,Southwark ,  ,18411,5988,4044,18437,6162,4265,10.44
695,St. James's Park ,  ,23261,6571,3954,24391,7825,4448,13.30
696,St. John's Wood  ,  ,10244,5975,4123,10531,5998,4235,6.37
697,St. Paul's,  ,26622,13379,9983,27361,12938,9152,16.16
713,Stamford Brook,  ,4241,2559,1564,3941,2189,1466,2.50
714,Stanmore  ,  ,4353,2533,1723,4441,2361,1693,2.68
715,Stepney Green ,  ,7128,4021,2839,6440,3296,2508,4.13
716,Stockwell ,  ,14079,9611,6425,11171,8289,5879,8.04
717,Stonebridge Park ,  ,4025,2380,1400,3731,2243,1353,2.37
719,Stratford ,  ,46643,37198,23475,45812,34589,22210,29.82
720,Sudbury Hill  ,  ,3223,1961,1299,3148,1832,1242,1.96
721,Sudbury Town  ,  ,3544,2520,1890,3110,1994,1478,2.12
723,Swiss Cottage ,  ,10426,6085,4199,9799,5605,3911,6.20
724,Temple ,  ,16690,4653,2929,17316,4444,2520,9.40
725,Theydon Bois  ,  ,1112,700,385,1047,678,362,0.66
726,Tooting Bec,  ,10449,7275,4637,9540,6195,4555,6.30
727,Tooting Broadway ,  ,20324,14926,9511,20125,13980,9664,12.87
728,Tottenham Court Road,  ,53001,43024,25769,53192,45574,26349,34.55
729,Tottenham Hale,  ,13188,10026,6189,13000,8979,5678,8.31
730,Totteridge & Whetstone ,  ,3164,1843,1098,2959,1632,1051,1.86
731,Tower Hill,  ,32539,26513,20207,33343,26291,20130,21.79
733,Tufnell Park  ,  ,6123,5193,3368,5325,4022,2981,3.75
734,Turnham Green ,  ,9385,6180,3881,9545,6089,4062,5.90
735,Turnpike Lane ,  ,14374,11870,7968,14340,10864,8007,9.39
736,Upminster ,  ,7108,4412,1885,7809,4000,1875,4.43
737,Upminster Bridge ,  ,1638,456,179,1613,425,169,0.89
738,Upney  ,  ,3387,1704,1036,2994,1437,867,1.89
739,Upton Park,  ,16709,12875,8452,15782,13283,8034,10.55
740,Uxbridge  ,  ,11203,6306,3389,11132,6064,3617,6.71
777,Vauxhall  ,  ,32564,21210,14787,28936,18171,13840,19.30
741,Victoria  ,  ,122682,89506,63588,127303,87018,63528,79.93
742,Walthamstow Central ,  ,21689,15918,10411,21273,15299,10938,13.75
743,Wanstead  ,  ,3865,2707,1601,3722,2432,1598,2.38
745,Warren Street ,  ,23741,8451,5545,24143,8160,5017,13.60
746,Warwick Avenue,  ,7153,5053,3285,6376,4512,3317,4.31
747,Waterloo  ,  ,130627,84918,46875,134296,85546,49471,81.57
748,Watford,  ,2613,1131,718,2466,1079,653,1.48
751,Wembley Central  ,  ,6744,6210,3725,6291,6132,3564,4.37
752,Wembley Park  ,  ,14027,10526,8212,13715,9729,7790,9.02
753,West Acton,  ,2571,1853,1121,2423,1643,1084,1.58
755,West Brompton ,  ,6381,4575,3413,6729,4281,3203,4.17
756,West Finchley ,  ,2268,1245,707,2029,1027,703,1.29
757,West Ham  ,  ,5495,4036,2736,5078,3646,2604,3.39
758,West Hampstead,  ,12819,8483,5367,11113,6772,4871,7.45
759,West Harrow,  ,1888,782,487,1885,807,498,1.10
760,West Kensington  ,  ,7860,5543,3710,6450,4188,3108,4.53
762,West Ruislip  ,  ,2484,2947,1316,2397,2624,1283,1.68
754,Westbourne Park  ,  ,4960,2743,1434,4208,2138,1292,2.73
761,Westminster,  ,30311,26298,20148,30348,23489,17350,20.15
764,White City,  ,13328,7376,4347,13268,7636,4400,8.03
763,Whitechapel,  ,20972,10588,7613,21239,10721,7764,12.69
765,Willesden Green  ,  ,11737,7647,5504,11104,6484,5300,7.15
766,Willesden Junction  ,  ,6298,4210,2253,6362,3895,2370,3.90
767,Wimbledon ,  ,19594,12640,8473,17635,11513,8440,11.67
768,Wimbledon Park,  ,3310,2561,1516,2945,2169,1399,2.00
770,Wood Green,  ,17323,13866,9269,16189,12681,8966,10.93
599,Wood Lane ,  ,4939,4081,2256,5505,4403,2252,3.35
769,Woodford  ,  ,8070,5090,2836,6346,4234,2625,4.45
771,Woodside Park ,  ,4214,2454,1555,4051,2506,1733,2.54
